#abgabe.csv
#Veronika
#Zapodobnikova
#01328458
group,number,duration,numberOfKeys,keyGroup,averageDurationLookupTrie,averageDurationLookupTree,averageDurationLookupList
Insert and Lookup,944,133669948,9020,shuffled,79,205,9673
Insert and Lookup,945,135253076,9030,shuffled,70,122,9924
Insert and Lookup,946,131413716,9040,shuffled,76,168,9462
Insert and Lookup,947,131501748,9050,shuffled,70,121,9468
Insert and Lookup,948,134086414,9060,shuffled,84,182,9626
Insert and Lookup,949,132901322,9070,shuffled,95,140,9475
Insert and Lookup,950,129064504,9080,shuffled,70,135,9157
Insert and Lookup,951,132935718,9090,shuffled,89,123,9566
Insert and Lookup,952,136552561,9100,shuffled,73,120,9757
Insert and Lookup,953,131532176,9110,shuffled,76,137,9401
Insert and Lookup,954,133820132,9120,shuffled,88,125,9612
Insert and Lookup,955,136767641,9130,shuffled,80,191,9787
Insert and Lookup,956,134510064,9140,shuffled,92,93,9516
Insert and Lookup,957,134049973,9150,shuffled,94,147,9634
Insert and Lookup,958,136780070,9160,shuffled,102,133,9830
Insert and Lookup,959,133574122,9170,shuffled,81,130,9483
Insert and Lookup,960,134810095,9180,shuffled,86,106,9645
Insert and Lookup,961,138388786,9190,shuffled,76,117,9913
Insert and Lookup,962,137029131,9200,shuffled,92,174,9781
Insert and Lookup,963,136655117,9210,shuffled,97,95,9640
Insert and Lookup,964,131039537,9220,shuffled,80,101,9306
Insert and Lookup,965,134287001,9230,shuffled,80,118,9353
Insert and Lookup,966,132986076,9240,shuffled,76,106,9484
Insert and Lookup,967,135912318,9250,shuffled,78,125,9635
Insert and Lookup,968,133751958,9260,shuffled,92,115,9504
Insert and Lookup,969,136436920,9270,shuffled,73,142,9525
Insert and Lookup,970,135984717,9280,shuffled,76,147,9599
Insert and Lookup,971,140609509,9290,shuffled,82,137,9872
Insert and Lookup,972,140228139,9300,shuffled,88,98,9950
Insert and Lookup,973,136977842,9310,shuffled,71,143,9479
Insert and Lookup,974,135289036,9320,shuffled,89,107,9632
Insert and Lookup,975,138654002,9330,shuffled,75,125,9701
Insert and Lookup,976,147109404,9340,shuffled,95,141,10287
Insert and Lookup,977,137307304,9350,shuffled,68,135,9610
Insert and Lookup,978,145276443,9360,shuffled,86,149,10332
Insert and Lookup,979,135819485,9370,shuffled,69,120,9492
Insert and Lookup,980,142977753,9380,shuffled,80,163,10053
Insert and Lookup,981,136327061,9390,shuffled,84,105,9510
Insert and Lookup,982,142067471,9400,shuffled,87,129,9918
Insert and Lookup,983,139909019,9410,shuffled,83,148,9673
Insert and Lookup,984,138832026,9420,shuffled,70,123,9634
Insert and Lookup,985,141319959,9430,shuffled,83,152,9843
Insert and Lookup,986,137615111,9440,shuffled,69,113,9602
Insert and Lookup,987,139015694,9450,shuffled,81,139,9634
Insert and Lookup,988,140698757,9460,shuffled,86,161,9754
Insert and Lookup,989,141045534,9470,shuffled,72,120,9640
Insert and Lookup,990,145486976,9480,shuffled,75,97,10169
Insert and Lookup,991,136767250,9490,shuffled,68,145,9354
Insert and Lookup,992,140914221,9500,shuffled,66,138,9851
Insert and Lookup,993,141752892,9510,shuffled,72,132,9646
Insert and Lookup,994,140523477,9520,shuffled,79,98,9777
Insert and Lookup,995,140105250,9530,shuffled,69,180,9616
Insert and Lookup,996,150073495,9540,shuffled,76,89,10459
Insert and Lookup,997,143302631,9550,shuffled,70,149,9691
Insert and Lookup,998,146237389,9560,shuffled,78,128,10089
Insert and Lookup,999,139395182,9570,shuffled,67,121,9547
Insert and Lookup,1000,145801129,9580,shuffled,75,152,9945
Insert and Lookup,1001,149334725,9590,shuffled,75,119,10333
Insert and Lookup,1002,144796005,9600,shuffled,77,148,9869
Insert and Lookup,1003,149801669,9610,shuffled,78,133,10515
Insert and Lookup,1004,149051890,9620,shuffled,80,125,10350
Insert and Lookup,1005,147525277,9630,shuffled,76,161,9933
Insert and Lookup,1006,145489825,9640,shuffled,75,115,9994
Insert and Lookup,1007,150004356,9650,shuffled,75,167,10277
Insert and Lookup,1008,151170799,9660,shuffled,77,128,10508
Insert and Lookup,1009,152234950,9670,shuffled,77,142,10594
Insert and Lookup,1010,148443967,9680,shuffled,73,128,10032
Insert and Lookup,1011,146936928,9690,shuffled,59,164,10065
Insert and Lookup,1012,150982137,9700,shuffled,82,155,10356
Insert and Lookup,1013,150067497,9710,shuffled,76,145,10282
Insert and Lookup,1014,148449335,9720,shuffled,72,128,10121
Insert and Lookup,1015,146234632,9730,shuffled,67,134,9959
Insert and Lookup,1016,151097458,9740,shuffled,87,140,10272
Insert and Lookup,1017,149078129,9750,shuffled,70,149,10118
Insert and Lookup,1018,149190300,9760,shuffled,79,136,10233
Insert and Lookup,1019,145738556,9770,shuffled,68,166,9609
Insert and Lookup,1020,152043316,9780,shuffled,88,112,10373
Insert and Lookup,1021,154960638,9790,shuffled,77,136,10443
Insert and Lookup,1022,149426040,9800,shuffled,82,124,10064
Insert and Lookup,1023,149305908,9810,shuffled,62,185,9949
Insert and Lookup,1024,151492215,9820,shuffled,82,128,10259
Insert and Lookup,1025,147089267,9830,shuffled,61,129,9840
Insert and Lookup,1026,153297626,9840,shuffled,73,153,10252
Insert and Lookup,1027,145543531,9850,shuffled,68,149,9693
Insert and Lookup,1028,155830848,9860,shuffled,74,104,10553
Insert and Lookup,1029,155808388,9870,shuffled,81,131,10417
Insert and Lookup,1030,154778868,9880,shuffled,78,160,10418
Insert and Lookup,1031,154093860,9890,shuffled,69,186,10326
Insert and Lookup,1032,151279974,9900,shuffled,85,117,10160
Insert and Lookup,1033,151013696,9910,shuffled,66,176,9820
Insert and Lookup,1034,159863261,9920,shuffled,76,159,10752
Insert and Lookup,1035,151998881,9930,shuffled,69,159,9962
Insert and Lookup,1036,153652042,9940,shuffled,77,118,10114
Insert and Lookup,1037,159782179,9950,shuffled,84,143,10607
Insert and Lookup,1038,159231001,9960,shuffled,80,125,10594
Insert and Lookup,1039,156027899,9970,shuffled,73,106,10414
Insert and Lookup,1040,153742332,9980,shuffled,74,133,10201
Insert and Lookup,1041,159453924,9990,shuffled,76,172,10500
Insert and Lookup,1042,159365947,10000,shuffled,85,148,10693
Insert and Lookup,1043,25022,10,ordered,80,135,66
Insert and Lookup,1044,45590,20,ordered,65,116,68
Insert and Lookup,1045,122040,30,ordered,60,138,73
Insert and Lookup,1046,90382,40,ordered,63,164,78
Insert and Lookup,1047,109743,50,ordered,60,192,81
Insert and Lookup,1048,191741,60,ordered,62,218,86
Insert and Lookup,1049,217090,70,ordered,410,248,89
Insert and Lookup,1050,249853,80,ordered,60,271,93
Insert and Lookup,1051,270406,90,ordered,298,303,95
Insert and Lookup,1052,309508,100,ordered,68,337,105
Insert and Lookup,1053,431365,110,ordered,438,591,104
Insert and Lookup,1054,318524,120,ordered,61,372,109
Insert and Lookup,1055,348853,130,ordered,61,388,108
Insert and Lookup,1056,391502,140,ordered,65,438,112
Insert and Lookup,1057,561693,150,ordered,66,461,127
Insert and Lookup,1058,500764,160,ordered,61,469,122
Insert and Lookup,1059,518962,170,ordered,59,493,126
Insert and Lookup,1060,557631,180,ordered,62,531,123
Insert and Lookup,1061,580063,190,ordered,58,555,127
Insert and Lookup,1062,622974,200,ordered,58,584,130
Insert and Lookup,1063,703165,210,ordered,61,701,127
Insert and Lookup,1064,722424,220,ordered,64,647,139
Insert and Lookup,1065,764158,230,ordered,59,669,140
Insert and Lookup,1066,819303,240,ordered,63,702,144
Insert and Lookup,1067,864452,250,ordered,62,730,143
Insert and Lookup,1068,921531,260,ordered,61,762,150
Insert and Lookup,1069,976780,270,ordered,59,798,157
Insert and Lookup,1070,1040111,280,ordered,59,838,164
Insert and Lookup,1071,1093082,290,ordered,59,854,167
Insert and Lookup,1072,1154069,300,ordered,61,881,172
Insert and Lookup,1073,1208173,310,ordered,61,911,169
Insert and Lookup,1074,1275022,320,ordered,61,940,178
Insert and Lookup,1075,1379057,330,ordered,62,971,174
Insert and Lookup,1076,1427411,340,ordered,60,1006,182
Insert and Lookup,1077,1495614,350,ordered,64,1040,189
Insert and Lookup,1078,1557728,360,ordered,60,1064,193
Insert and Lookup,1079,1732397,370,ordered,61,1093,199
Insert and Lookup,1080,1700446,380,ordered,59,1127,202
Insert and Lookup,1081,1794091,390,ordered,59,1171,207
Insert and Lookup,1082,1832657,400,ordered,63,1187,212
Insert and Lookup,1083,2030979,410,ordered,62,1219,277
Insert and Lookup,1084,2045806,420,ordered,62,1249,226
Insert and Lookup,1085,2232146,430,ordered,63,1298,224
Insert and Lookup,1086,2197467,440,ordered,63,1309,226
Insert and Lookup,1087,2286811,450,ordered,105,1399,228
Insert and Lookup,1088,2253474,460,ordered,57,1241,189
Insert and Lookup,1089,2472543,470,ordered,115,1522,284
Insert and Lookup,1090,2415141,480,ordered,56,1278,197
Insert and Lookup,1091,2424366,490,ordered,56,1318,203
Insert and Lookup,1092,2508084,500,ordered,56,1341,201
Insert and Lookup,1093,2940214,510,ordered,65,1374,222
Insert and Lookup,1094,2911775,520,ordered,58,1687,300
Insert and Lookup,1095,2748818,530,ordered,57,1418,208
Insert and Lookup,1096,2831381,540,ordered,62,1454,207
Insert and Lookup,1097,2912346,550,ordered,54,1477,216
Insert and Lookup,1098,3089428,560,ordered,57,1530,212
Insert and Lookup,1099,3087424,570,ordered,58,1532,215
Insert and Lookup,1100,3581476,580,ordered,58,1741,367
Insert and Lookup,1101,3222152,590,ordered,54,1578,288
Insert and Lookup,1102,3619911,600,ordered,60,1794,319
Insert and Lookup,1103,3693697,610,ordered,60,1815,315
Insert and Lookup,1104,3950263,620,ordered,65,1857,386
Insert and Lookup,1105,4020313,630,ordered,60,1882,323
Insert and Lookup,1106,4071316,640,ordered,63,1918,317
Insert and Lookup,1107,4110261,650,ordered,59,1934,316
Insert and Lookup,1108,4240421,660,ordered,61,1978,328
Insert and Lookup,1109,4401937,670,ordered,61,2054,334
Insert and Lookup,1110,4432324,680,ordered,59,2022,332
Insert and Lookup,1111,4621067,690,ordered,59,2074,321
Insert and Lookup,1112,4321940,700,ordered,67,1718,220
Insert and Lookup,1113,4607301,710,ordered,68,1965,301
Insert and Lookup,1114,4357497,720,ordered,53,1727,260
Insert and Lookup,1115,4776401,730,ordered,56,1977,295
Insert and Lookup,1116,4662226,740,ordered,55,1796,270
Insert and Lookup,1117,4822099,750,ordered,53,1886,261
Insert and Lookup,1118,4795573,760,ordered,50,1809,230
Insert and Lookup,1119,4935652,770,ordered,52,1857,268
Insert and Lookup,1120,5017706,780,ordered,50,1871,231
Insert and Lookup,1121,5722132,790,ordered,54,2281,460
Insert and Lookup,1122,5316358,800,ordered,55,1912,287
Insert and Lookup,1123,5392609,810,ordered,53,1917,250
Insert and Lookup,1124,6886255,820,ordered,85,2928,596
Insert and Lookup,1125,5821784,830,ordered,53,1973,355
Insert and Lookup,1126,5962396,840,ordered,51,2103,385
Insert and Lookup,1127,8171535,850,ordered,95,3225,740
Insert and Lookup,1128,7296587,860,ordered,66,2613,520
Insert and Lookup,1129,8326893,870,ordered,68,3132,681
Insert and Lookup,1130,7579892,880,ordered,67,2644,490
Insert and Lookup,1131,8264178,890,ordered,73,2791,667
Insert and Lookup,1132,7489429,900,ordered,86,2725,458
Insert and Lookup,1133,9109411,910,ordered,69,2812,705
Insert and Lookup,1134,8025269,920,ordered,63,2868,579
Insert and Lookup,1135,8419914,930,ordered,70,2860,619
Insert and Lookup,1136,9007868,940,ordered,74,2933,715
Insert and Lookup,1137,9497423,950,ordered,77,3378,735
Insert and Lookup,1138,8665880,960,ordered,62,2908,657
Insert and Lookup,1139,9546249,970,ordered,72,3068,603
Insert and Lookup,1140,8972813,980,ordered,64,3090,496
Insert and Lookup,1141,8935841,990,ordered,61,2961,576
Insert and Lookup,1142,8909172,1000,ordered,60,3071,452
Insert and Lookup,1143,9150772,1010,ordered,73,3034,470
Insert and Lookup,1144,10531436,1020,ordered,97,2977,581
Insert and Lookup,1145,9111853,1030,ordered,62,2865,477
Insert and Lookup,1146,8837304,1040,ordered,58,2886,421
Insert and Lookup,1147,8864372,1050,ordered,59,2852,394
Insert and Lookup,1148,9501064,1060,ordered,57,2948,573
Insert and Lookup,1149,9919010,1070,ordered,59,2980,774
Insert and Lookup,1150,11732243,1080,ordered,69,4021,1021
Insert and Lookup,1151,10910238,1090,ordered,62,3055,625
Insert and Lookup,1152,11600418,1100,ordered,61,3194,615
Insert and Lookup,1153,12403802,1110,ordered,74,3650,733
Insert and Lookup,1154,12537452,1120,ordered,73,3718,725
Insert and Lookup,1155,12338866,1130,ordered,75,3526,657
Insert and Lookup,1156,12592501,1140,ordered,68,3629,708
Insert and Lookup,1157,13349706,1150,ordered,70,3774,761
Insert and Lookup,1158,13308186,1160,ordered,72,3834,819
Insert and Lookup,1159,12389845,1170,ordered,72,3581,598
Insert and Lookup,1160,12258716,1180,ordered,64,3570,592
Insert and Lookup,1161,12819346,1190,ordered,65,3853,679
Insert and Lookup,1162,12211421,1200,ordered,62,3457,542
Insert and Lookup,1163,11939642,1210,ordered,56,3302,580
Insert and Lookup,1164,12332083,1220,ordered,58,3555,571
Insert and Lookup,1165,12010289,1230,ordered,56,3406,495
Insert and Lookup,1166,11821629,1240,ordered,53,3301,430
Insert and Lookup,1167,15505870,1250,ordered,81,4664,1030
Insert and Lookup,1168,13311526,1260,ordered,57,3302,633
Insert and Lookup,1169,16122823,1270,ordered,93,4059,922
Insert and Lookup,1170,16573207,1280,ordered,70,4507,1107
Insert and Lookup,1171,17040864,1290,ordered,77,4630,1171
Insert and Lookup,1172,17078469,1300,ordered,68,4924,1134
Insert and Lookup,1173,16794657,1310,ordered,71,4264,968
Insert and Lookup,1174,15645578,1320,ordered,73,4130,804
Insert and Lookup,1175,15471243,1330,ordered,62,4086,725
Insert and Lookup,1176,15335267,1340,ordered,64,4031,720
Insert and Lookup,1177,15854764,1350,ordered,80,4196,766
Insert and Lookup,1178,15278021,1360,ordered,60,3806,654
Insert and Lookup,1179,14100735,1370,ordered,54,3437,578
Insert and Lookup,1180,17201694,1380,ordered,65,4749,1027
Insert and Lookup,1181,18896560,1390,ordered,82,5036,1092
Insert and Lookup,1182,19408857,1400,ordered,94,4747,1238
Insert and Lookup,1183,19882656,1410,ordered,67,4890,1018
Insert and Lookup,1184,19455465,1420,ordered,69,4630,899
Insert and Lookup,1185,20809369,1430,ordered,67,5244,1145
Insert and Lookup,1186,18305527,1440,ordered,64,4444,928
Insert and Lookup,1187,18354319,1450,ordered,64,4397,937
Insert and Lookup,1188,18442403,1460,ordered,59,4507,826
Insert and Lookup,1189,17536282,1470,ordered,66,4082,765
Insert and Lookup,1190,17645368,1480,ordered,58,4339,787
Insert and Lookup,1191,19398120,1490,ordered,59,5147,1022
Insert and Lookup,1192,21422654,1500,ordered,62,5187,1013
Insert and Lookup,1193,23389574,1510,ordered,69,5222,1349
Insert and Lookup,1194,22553337,1520,ordered,74,4694,1265
Insert and Lookup,1195,24370830,1530,ordered,94,5644,1218
Insert and Lookup,1196,22434905,1540,ordered,73,4775,974
Insert and Lookup,1197,20716490,1550,ordered,63,4739,960
Insert and Lookup,1198,20582039,1560,ordered,60,4681,917
Insert and Lookup,1199,18742453,1570,ordered,51,3995,704
Insert and Lookup,1200,20634789,1580,ordered,67,4679,893
Insert and Lookup,1201,23217625,1590,ordered,69,5238,1115
Insert and Lookup,1202,25076391,1600,ordered,68,5637,1242
Insert and Lookup,1203,25192871,1610,ordered,68,5668,1080
Insert and Lookup,1204,24588473,1620,ordered,66,5557,1256
Insert and Lookup,1205,24212645,1630,ordered,65,5134,1034
Insert and Lookup,1206,23142366,1640,ordered,65,4955,989
Insert and Lookup,1207,22024122,1650,ordered,60,4594,817
Insert and Lookup,1208,20980867,1660,ordered,57,4607,847
Insert and Lookup,1209,20681222,1670,ordered,54,4325,754
Insert and Lookup,1210,23351365,1680,ordered,53,5224,973
Insert and Lookup,1211,28650846,1690,ordered,69,6325,1398
Insert and Lookup,1212,27817540,1700,ordered,74,5836,1298
Insert and Lookup,1213,28592830,1710,ordered,69,5841,1236
Insert and Lookup,1214,27888491,1720,ordered,68,5630,1100
Insert and Lookup,1215,25903598,1730,ordered,61,5380,1061
Insert and Lookup,1216,25559154,1740,ordered,67,5332,994
Insert and Lookup,1217,22848829,1750,ordered,54,4619,849
Insert and Lookup,1218,28010021,1760,ordered,65,6492,1300
Insert and Lookup,1219,29480091,1770,ordered,74,6107,1346
Insert and Lookup,1220,30128776,1780,ordered,66,6318,1401
Insert and Lookup,1221,32039472,1790,ordered,73,6714,1493
Insert and Lookup,1222,28632179,1800,ordered,64,5585,1117
Insert and Lookup,1223,27539911,1810,ordered,64,5546,1108
Insert and Lookup,1224,24938300,1820,ordered,58,4820,953
Insert and Lookup,1225,25362370,1830,ordered,55,5156,1014
Insert and Lookup,1226,29970768,1840,ordered,56,5438,981
Insert and Lookup,1227,32126412,1850,ordered,63,6466,1259
Insert and Lookup,1228,33619552,1860,ordered,74,6626,1487
Insert and Lookup,1229,32828401,1870,ordered,66,6054,1237
Insert and Lookup,1230,29826688,1880,ordered,57,5323,1076
Insert and Lookup,1231,27587677,1890,ordered,56,5332,1015
Insert and Lookup,1232,28000729,1900,ordered,51,5289,975
Insert and Lookup,1233,31346731,1910,ordered,70,6590,1453
Insert and Lookup,1234,32006449,1920,ordered,69,6512,1281
Insert and Lookup,1235,36625555,1930,ordered,71,6823,1770
Insert and Lookup,1236,35494297,1940,ordered,79,6650,1465
Insert and Lookup,1237,32360423,1950,ordered,61,6111,1219
Insert and Lookup,1238,31462530,1960,ordered,62,5639,1151
Insert and Lookup,1239,29896143,1970,ordered,56,5435,998
Insert and Lookup,1240,37475716,1980,ordered,73,6612,1406
Insert and Lookup,1241,36604016,1990,ordered,81,6758,1480
Insert and Lookup,1242,38697642,2000,ordered,72,7160,1633
Insert and Lookup,1243,35165961,2010,ordered,65,6344,1280
Insert and Lookup,1244,35636024,2020,ordered,62,6574,1306
Insert and Lookup,1245,35406967,2030,ordered,70,6430,1323
Insert and Lookup,1246,36345789,2040,ordered,58,6873,1471
Insert and Lookup,1247,36786275,2050,ordered,84,7014,1617
Insert and Lookup,1248,40199121,2060,ordered,73,7065,1523
Insert and Lookup,1249,38261803,2070,ordered,86,6801,1488
Insert and Lookup,1250,37448188,2080,ordered,69,6592,1358
Insert and Lookup,1251,37963475,2090,ordered,65,6801,1401
Insert and Lookup,1252,41151464,2100,ordered,79,7111,1722
Insert and Lookup,1253,42364103,2110,ordered,92,7256,1603
Insert and Lookup,1254,41536809,2120,ordered,85,7319,1623
Insert and Lookup,1255,39295470,2130,ordered,64,6870,1404
Insert and Lookup,1256,37883795,2140,ordered,55,6322,1276
Insert and Lookup,1257,35623164,2150,ordered,57,6003,1153
Insert and Lookup,1258,44365350,2160,ordered,86,7490,1607
Insert and Lookup,1259,43110101,2170,ordered,75,7473,1578
Insert and Lookup,1260,43992336,2180,ordered,59,7270,1587
Insert and Lookup,1261,38669389,2190,ordered,73,5470,1476
Insert and Lookup,1262,38445755,2200,ordered,54,6253,1275
Insert and Lookup,1263,36106745,2210,ordered,53,5889,1167
Insert and Lookup,1264,47408681,2220,ordered,69,7849,1916
Insert and Lookup,1265,47896387,2230,ordered,80,7973,1703
Insert and Lookup,1266,44882624,2240,ordered,66,7415,1610
Insert and Lookup,1267,42524429,2250,ordered,64,6963,1475
Insert and Lookup,1268,38969049,2260,ordered,54,6238,1235
Insert and Lookup,1269,43028128,2270,ordered,65,7382,1519
Insert and Lookup,1270,48592579,2280,ordered,67,8143,1836
Insert and Lookup,1271,48077825,2290,ordered,73,7782,1659
Insert and Lookup,1272,45731440,2300,ordered,65,7421,1561
Insert and Lookup,1273,43079947,2310,ordered,52,6842,1351
Insert and Lookup,1274,46207672,2320,ordered,69,7779,1680
Insert and Lookup,1275,51080674,2330,ordered,63,8125,1773
Insert and Lookup,1276,49881302,2340,ordered,72,8120,1715
Insert and Lookup,1277,46130492,2350,ordered,58,7229,1470
Insert and Lookup,1278,43010769,2360,ordered,51,6503,1347
Insert and Lookup,1279,49178747,2370,ordered,62,7209,1543
Insert and Lookup,1280,52693962,2380,ordered,78,8421,1873
Insert and Lookup,1281,51521774,2390,ordered,65,8034,1721
Insert and Lookup,1282,46549391,2400,ordered,55,6910,1516
Insert and Lookup,1283,44679875,2410,ordered,54,6824,1373
Insert and Lookup,1284,54317481,2420,ordered,59,7947,1751
Insert and Lookup,1285,54111368,2430,ordered,73,8506,1937
Insert and Lookup,1286,52486151,2440,ordered,79,8024,1721
Insert and Lookup,1287,47106087,2450,ordered,56,7081,1525
Insert and Lookup,1288,43361679,2460,ordered,63,5352,1460
Insert and Lookup,1289,57803408,2470,ordered,66,8781,1831
Insert and Lookup,1290,56234920,2480,ordered,81,8752,2095
Insert and Lookup,1291,56377609,2490,ordered,58,8317,1798
Insert and Lookup,1292,50836619,2500,ordered,55,7185,1539
Insert and Lookup,1293,53385148,2510,ordered,50,8323,1904
Insert and Lookup,1294,58359252,2520,ordered,63,8814,2089
Insert and Lookup,1295,57757024,2530,ordered,88,9120,2022
Insert and Lookup,1296,55012342,2540,ordered,74,7996,1758
Insert and Lookup,1297,58725780,2550,ordered,69,9148,2076
Insert and Lookup,1298,59937487,2560,ordered,76,8978,1999
Insert and Lookup,1299,60740733,2570,ordered,103,8783,1948
Insert and Lookup,1300,58000393,2580,ordered,58,8244,1756
Insert and Lookup,1301,59336955,2590,ordered,77,9251,2148
Insert and Lookup,1302,61772713,2600,ordered,62,8776,1917
Insert and Lookup,1303,63222951,2610,ordered,73,8967,1933
Insert and Lookup,1304,58691061,2620,ordered,62,8286,1844
Insert and Lookup,1305,61108364,2630,ordered,81,9160,2099
Insert and Lookup,1306,63669301,2640,ordered,72,8968,1974
Insert and Lookup,1307,64361798,2650,ordered,73,9137,2067
Insert and Lookup,1308,57144806,2660,ordered,50,8330,1772
Insert and Lookup,1309,60288932,2670,ordered,54,8002,1767
Insert and Lookup,1310,67710946,2680,ordered,66,9391,2083
Insert and Lookup,1311,63475917,2690,ordered,69,8686,1990
Insert and Lookup,1312,57578132,2700,ordered,80,6392,1899
Insert and Lookup,1313,65924755,2710,ordered,53,8621,1795
Insert and Lookup,1314,70481317,2720,ordered,88,9650,2144
Insert and Lookup,1315,64699858,2730,ordered,63,8602,1871
Insert and Lookup,1316,65701941,2740,ordered,67,9007,1956
Insert and Lookup,1317,73457621,2750,ordered,81,10140,2259
Insert and Lookup,1318,65784504,2760,ordered,61,8513,1890
Insert and Lookup,1319,62578744,2770,ordered,56,8214,1787
Insert and Lookup,1320,68413827,2780,ordered,80,9345,2073
Insert and Lookup,1321,73980354,2790,ordered,60,10064,2342
Insert and Lookup,1322,72699618,2800,ordered,77,9926,2237
Insert and Lookup,1323,68054686,2810,ordered,59,8771,1948
Insert and Lookup,1324,71906044,2820,ordered,75,9969,2227
Insert and Lookup,1325,70128375,2830,ordered,60,9379,2098
Insert and Lookup,1326,67889936,2840,ordered,57,9324,2069
Insert and Lookup,1327,74343684,2850,ordered,70,10665,2339
Insert and Lookup,1328,72872916,2860,ordered,68,9299,2167
Insert and Lookup,1329,70867485,2870,ordered,56,9495,2082
Insert and Lookup,1330,73530559,2880,ordered,60,10234,2363
Insert and Lookup,1331,75924108,2890,ordered,60,9862,2223
Insert and Lookup,1332,73826416,2900,ordered,62,9682,2178
Insert and Lookup,1333,71298932,2910,ordered,64,9470,2171
Insert and Lookup,1334,70646828,2920,ordered,73,7525,2188
Insert and Lookup,1335,79656617,2930,ordered,88,10403,2347
Insert and Lookup,1336,77723886,2940,ordered,100,10319,2283
Insert and Lookup,1337,78151130,2950,ordered,65,10221,2254
Insert and Lookup,1338,77657252,2960,ordered,69,10116,2194
Insert and Lookup,1339,77191046,2970,ordered,66,10347,2369
Insert and Lookup,1340,75727404,2980,ordered,52,9303,1955
Insert and Lookup,1341,78231300,2990,ordered,55,10070,2266
Insert and Lookup,1342,78982209,3000,ordered,53,10306,2406
Insert and Lookup,1343,85370936,3010,ordered,61,11198,2398
Insert and Lookup,1344,80023484,3020,ordered,67,9756,2343
Insert and Lookup,1345,83181816,3030,ordered,74,10237,2421
Insert and Lookup,1346,81702312,3040,ordered,60,10042,2342
Insert and Lookup,1347,83813017,3050,ordered,64,10445,2394
Insert and Lookup,1348,86585056,3060,ordered,58,11190,2552
Insert and Lookup,1349,80586504,3070,ordered,53,9881,2097
Insert and Lookup,1350,82267341,3080,ordered,71,10653,2404
Insert and Lookup,1351,88368116,3090,ordered,83,11296,2613
Insert and Lookup,1352,79672773,3100,ordered,58,10035,2175
Insert and Lookup,1353,88491827,3110,ordered,75,10750,2451
Insert and Lookup,1354,87317881,3120,ordered,79,11207,2521
Insert and Lookup,1355,73921269,3130,ordered,69,7191,2203
Insert and Lookup,1356,87540713,3140,ordered,53,10408,2336
Insert and Lookup,1357,90379255,3150,ordered,73,11169,2481
Insert and Lookup,1358,88135470,3160,ordered,69,10688,2359
Insert and Lookup,1359,87026542,3170,ordered,71,10714,2394
Insert and Lookup,1360,94331527,3180,ordered,73,10974,2532
Insert and Lookup,1361,87541338,3190,ordered,61,10875,2393
Insert and Lookup,1362,90518371,3200,ordered,56,10759,2403
Insert and Lookup,1363,94137184,3210,ordered,57,10935,2389
Insert and Lookup,1364,86418202,3220,ordered,51,10260,2300
Insert and Lookup,1365,90940592,3230,ordered,54,10869,2462
Insert and Lookup,1366,97969705,3240,ordered,56,11219,2509
Insert and Lookup,1367,92003015,3250,ordered,62,11419,2516
Insert and Lookup,1368,95781094,3260,ordered,75,10861,2632
Insert and Lookup,1369,96887798,3270,ordered,68,11063,2523
Insert and Lookup,1370,98242925,3280,ordered,101,11642,2863
Insert and Lookup,1371,99069436,3290,ordered,67,11619,2662
Insert and Lookup,1372,101519900,3300,ordered,60,11307,2630
Insert and Lookup,1373,98393159,3310,ordered,64,11169,2412
Insert and Lookup,1374,80117704,3320,ordered,62,7258,2234
Insert and Lookup,1375,104106831,3330,ordered,71,11886,2844
Insert and Lookup,1376,104951301,3340,ordered,71,12026,2781
Insert and Lookup,1377,94610184,3350,ordered,66,10980,2436
Insert and Lookup,1378,107533860,3360,ordered,70,11948,2736
Insert and Lookup,1379,102360620,3370,ordered,61,11065,2942
Insert and Lookup,1380,95247248,3380,ordered,66,10882,2484
Insert and Lookup,1381,105451092,3390,ordered,60,11205,2589
Insert and Lookup,1382,100051140,3400,ordered,55,11140,2560
Insert and Lookup,1383,103753249,3410,ordered,56,11853,2808
Insert and Lookup,1384,109296477,3420,ordered,75,11608,2851
Insert and Lookup,1385,107002188,3430,ordered,69,11883,2728
Insert and Lookup,1386,108356583,3440,ordered,72,11706,2823
Insert and Lookup,1387,107400123,3450,ordered,63,12079,2623
Insert and Lookup,1388,109035729,3460,ordered,62,11695,2700
Insert and Lookup,1389,108749560,3470,ordered,58,12203,2834
Insert and Lookup,1390,116259060,3480,ordered,68,12723,2959
Insert and Lookup,1391,114365874,3490,ordered,61,12585,2910
Insert and Lookup,1392,102112812,3500,ordered,78,9104,2784
Insert and Lookup,1393,113791473,3510,ordered,59,12323,2890
Insert and Lookup,1394,111397355,3520,ordered,85,12009,2788
Insert and Lookup,1395,116231160,3530,ordered,59,12533,2915
Insert and Lookup,1396,114394917,3540,ordered,57,12383,2868
Insert and Lookup,1397,116225205,3550,ordered,57,12630,2974
Insert and Lookup,1398,115006690,3560,ordered,66,12177,2852
Insert and Lookup,1399,111512351,3570,ordered,62,12407,2945
Insert and Lookup,1400,112627658,3580,ordered,55,11911,2761
Insert and Lookup,1401,118823552,3590,ordered,65,12867,3006
Insert and Lookup,1402,119815774,3600,ordered,66,12688,2917
Insert and Lookup,1403,119179814,3610,ordered,78,13059,3016
